"","gender","age","job","account","YearlyIncome","YearlyOutcome","transaction_type","yearly_deposit_transactions","yearly_withdrawl_transactions","average_deposit_ammount","average_withdrawl_ammount","transaction_amount","weekly_deposits","weekly_withdrawls","weekly_amount","observed_weekly_amount","flag"
"19528","Female","60","Private Business","Saving","50155999","39871373","Deposit","33","707","1519878","56395","2521928","0","9","72954180","72951703","Normal"
"19529","Male","36","Private Business","Current","49945206","3384797","Withdrawl","3546","1762","14084","1920","11509","75","31","676077","674913","Normal"
"19530","Male","24","Employee","Saving","2032908","0","Withdrawl","22","670","92404","0","0","0","8","4435435","4436970","Normal"
"19531","Female","43","House Wife","Investment","2032908","0","Deposit","3","2","677636","0","164470","0","0","32526528","32527309","Normal"
"19532","Female","38","Private Business","Current","49989571","3568303","Deposit","3465","1757","14427","2030","202622","48","39","692496","691916","dep_Suspicious"
"19533","Female","20","Student","Saving","791629","527957","Withdrawl","20","153","39581","3450","116600","0","2","1899909","1901609","Normal"
"19534","Female","75","Private Business","Current","50012364","3480964","Deposit","3498","1711","14297","2034","233657","86","43","686276","686839","dep_Suspicious"
"19535","Male","44","Employee","Saving","1977090","0","Withdrawl","31","692","63777","0","0","0","7","3061300","3062251","Normal"
"19536","Female","40","House Wife","Saving","1977090","0","Deposit","36","419","54919","0","135806","0","8","2636120","2635849","dep_Suspicious"
"19537","Male","43","Employee","Current","1807139","998609","Withdrawl","138","833","13095","1198","109872","2","13","628570","628690","Normal"
"19538","Male","39","Employee","Saving","2024092","0","Withdrawl","20","730","101204","0","0","0","16","4857820","4857520","Normal"
"19539","Male","44","Employee","Investment","4801139","980308","Withdrawl","1","1","4801139","980308","957246","0","0","230454672","230453994","Normal"
"19540","Female","18","Student","Saving","628114","558608","Withdrawl","15","152","41874","3675","154095","0","2","2009964","2008879","Normal"
"19541","Male","35","Employee","Investment","4974541","1055882","Withdrawl","1","1","4974541","1055882","1076350","0","0","238777968","238778184","Normal"
"19542","Male","39","Employee","Saving","1867143","0","Withdrawl","39","729","47875","0","0","0","13","2298022","2298915","Normal"
"19543","Male","47","Private Business","Current","50058977","3432364","Deposit","3537","1852","14152","1853","1708259","75","46","679341","679228","dep_Suspicious"
"19544","Female","32","Employee","Investment","4817811","999900","Withdrawl","1","2","4817811","499950","518749","0","0","231254928","231255069","Normal"
"19545","Male","61","Private Business","Current","49972634","3488514","Withdrawl","3613","1840","13831","1895","37787","82","33","663904","664242","smurf_suspicious"
"19546","Male","38","Private Business","Current","50080437","3494508","Withdrawl","3528","1750","14195","1996","200855","67","30","681366","683611","Normal"
"19547","Male","19","Student","Saving","832474","590731","Deposit","33","148","25226","3991","882326","2","5","1210871","1212309","dep_Suspicious"
"19548","Male","25","Employee","Saving","2058391","0","Withdrawl","33","735","62375","0","0","0","16","2994023","2994220","Normal"
"19549","Male","22","Employee","Investment","5104920","1158001","Withdrawl","2","1","2552460","1158001","1153614","0","0","122518080","122518567","Normal"
"19550","Male","32","Employee","Current","1735170","859526","Withdrawl","131","823","13245","1044","38026","0","17","635787","635457","Normal"
"19551","Male","44","Employee","Saving","1977203","0","Withdrawl","32","710","61787","0","0","0","15","2965804","2965700","Normal"
"19552","Male","36","Employee","Saving","2026663","0","Withdrawl","29","715","69884","0","0","1","15","3354476","3354015","Normal"
"19553","Male","23","Private Business","Current","49914866","3714058","Withdrawl","3690","1789","13527","2076","60618","84","27","649299","646994","Normal"
"19554","Male","45","Employee","Saving","2193995","0","Withdrawl","26","748","84384","0","0","0","18","4050452","4050752","Normal"
"19555","Male","27","Private Business","Current","50018614","3588045","Deposit","3668","1836","13636","1954","2174863","73","38","654551","655118","dep_Suspicious"
"19556","Male","29","Employee","Saving","1917370","0","Withdrawl","25","687","76694","0","0","1","13","3681350","3682513","Normal"
"19557","Male","51","Employee","Saving","1938699","0","Withdrawl","28","729","69239","0","0","1","19","3323484","3325035","Normal"
"19558","Female","20","Student","Saving","699091","496583","Withdrawl","23","163","30395","3046","59803","1","6","1458972","1458136","Normal"
"19559","Male","37","Private Business","Current","49995941","3525504","Withdrawl","3628","1847","13780","1908","58828","79","29","661467","661420","Normal"
"19560","Female","43","Employee","Current","1825711","900357","Withdrawl","147","804","12419","1119","83444","7","19","596150","597134","Normal"
"19561","Male","52","Employee","Current","1645594","685623","Deposit","150","760","10970","902","1308196","3","17","526590","526830","dep_Suspicious"
"19562","Female","31","Employee","Saving","2069631","0","Withdrawl","26","717","79601","0","0","0","7","3820857","3820981","Normal"
"19563","Male","36","Employee","Saving","2029442","0","Deposit","30","724","67648","0","584592","1","7","3247107","3245582","dep_Suspicious"
"19564","Male","48","Employee","Saving","1943604","0","Withdrawl","23","673","84504","0","0","0","18","4056217","4057064","Normal"
"19565","Male","49","Employee","Investment","4908901","966560","Deposit","1","1","4908901","966560","4865928","0","0","235627248","235624982","Normal"
"19566","Female","22","Employee","Saving","2127035","0","Withdrawl","29","665","73346","0","0","1","12","3520609","3521046","Normal"
"19567","Male","30","Employee","Saving","1819229","0","Withdrawl","31","727","58684","0","0","0","20","2816870","2816532","Normal"
"19568","Male","26","Private Business","Current","50030705","3482248","Deposit","3618","1767","13828","1970","20261","67","39","663757","664980","smurf_suspicious"
"19569","Female","34","House Wife","Saving","50030705","3482248","Withdrawl","31","361","1613893","9646","22674","0","5","77466898","77466504","Normal"
"19570","Female","32","Employee","Current","1809638","890506","Withdrawl","137","777","13209","1146","29832","3","13","634033","633039","Normal"
"19571","Female","22","Private Business","Current","50199030","3747756","Deposit","3586","1824","13998","2054","1690145","77","26","671933","671231","dep_Suspicious"
"19572","Female","47","House Wife","Saving","50199030","3747756","Withdrawl","26","358","1930731","10468","80246","1","7","92675132","92675744","Normal"
"19573","Female","21","Student","Saving","638918","565367","Deposit","21","138","30424","4096","1796415","3","4","1460384","1460537","dep_Suspicious"
"19574","Male","43","Private Business","Current","49809017","3488016","Withdrawl","3575","1855","13932","1880","40347","73","37","668764","667676","Normal"
"19575","Female","21","Student","Saving","746349","436112","Withdrawl","23","135","32449","3230","7341","0","1","1557597","1558794","Normal"
"19576","Female","52","Employee","Saving","1946963","0","Withdrawl","27","734","72109","0","0","1","13","3461267","3461999","Normal"
"19577","Female","28","Private Business","Current","50009286","3584109","Deposit","3583","1766","13957","2029","1033884","67","39","669954","668912","dep_Suspicious"
"19578","Male","22","Private Business","Current","50012511","3476198","Withdrawl","3589","1836","13934","1893","53711","79","36","668877","669781","Normal"
"19579","Male","35","Employee","Current","1811331","955418","Withdrawl","144","756","12578","1263","44302","2","19","603777","604590","Normal"
"19580","Male","19","Student","Saving","636277","353173","Withdrawl","25","152","25451","2323","152273","0","2","1221651","1220732","Normal"
"19581","Male","29","Private Business","Saving","49946709","40015435","Deposit","29","758","1722300","52790","2327620","0","10","82670414","82671122","Normal"
"19582","Male","71","Private Business","Current","50066312","3372996","Withdrawl","3595","1815","13926","1858","53195","81","36","668479","668174","Normal"
"19583","Male","60","Employee","Current","1688191","824303","Deposit","137","805","12322","1023","1593260","6","12","591482","592786","dep_Suspicious"
"19584","Male","40","Private Business","Current","50115397","3512003","Deposit","3595","1757","13940","1998","314761","89","43","669134","669596","dep_Suspicious"
"19585","Female","46","House Wife","Saving","50115397","3512003","Withdrawl","23","370","2178930","9491","22977","0","11","104588654","104586976","Normal"
"19586","Female","48","House Wife","Saving","50115397","3512003","Deposit","16","340","3132212","10329","2194188","0","1","150346191","150346226","Normal"
"19587","Female","50","Employee","Current","1669523","813555","Deposit","145","766","11513","1062","1432711","0","11","552669","552708","dep_Suspicious"
"19588","Male","41","Private Business","Current","49993615","3554529","Deposit","3655","1740","13678","2042","78876","84","49","656550","656220","dep_Suspicious"
"19589","Male","31","Private Business","Current","49983569","3574698","Withdrawl","3664","1697","13641","2106","137843","76","34","654806","654684","Normal"
"19590","Male","22","Employee","Saving","1991391","0","Withdrawl","18","715","110632","0","0","0","17","5310376","5310807","Normal"
"19591","Female","27","Private Business","Current","49983873","3496186","Deposit","3643","1822","13720","1918","1055033","84","31","658585","658906","dep_Suspicious"
"19592","Female","24","Employee","Current","1952203","993490","Withdrawl","153","780","12759","1273","86540","4","8","612455","612270","Normal"
"19593","Male","39","Employee","Saving","2106181","0","Deposit","38","721","55425","0","919546","0","15","2660439","2661914","dep_Suspicious"
"19594","Female","47","Private Business","Current","50094430","3523506","Deposit","3547","1807","14123","1949","1265371","77","39","677906","677458","dep_Suspicious"
"19595","Male","36","Private Business","Saving","49936218","40091083","Withdrawl","34","731","1468712","54844","141645","1","16","70498190","70496228","Normal"
"19596","Male","25","Private Business","Current","50049346","3644584","Withdrawl","3566","1791","14035","2034","23794","76","42","673687","675032","Normal"
"19597","Male","37","Student","Saving","715642","524356","Withdrawl","27","142","26505","3692","7723","0","3","1272252","1272982","Normal"
"19598","Female","34","Employee","Saving","2029563","0","Deposit","37","706","54853","0","799599","1","20","2632946","2631400","dep_Suspicious"
"19599","Male","20","Private Business","Saving","49983531","40122032","Withdrawl","41","684","1219110","58657","68077","0","10","58517304","58518190","Normal"
"19600","Male","18","Student","Saving","594083","627985","Withdrawl","25","155","23763","4051","125037","0","3","1140639","1139105","Normal"
"19601","Female","23","Employee","Current","1756935","805703","Withdrawl","148","801","11871","1005","153124","3","18","569816","569926","Normal"
"19602","Male","23","Employee","Saving","2096651","0","Deposit","32","730","65520","0","883549","0","12","3144976","3144233","dep_Suspicious"
"19603","Male","19","Student","Saving","616773","629768","Withdrawl","29","115","21268","5476","49517","1","2","1020865","1022505","Normal"
"19604","Male","32","Employee","Saving","2037382","0","Withdrawl","27","691","75458","0","0","0","9","3622012","3622253","Normal"
"19605","Female","43","Employee","Saving","2112863","0","Withdrawl","26","720","81263","0","0","0","12","3900670","3900105","Normal"
"19606","Female","35","House Wife","Saving","2112863","0","Withdrawl","22","362","96039","0","0","0","7","4609882","4611248","Normal"
"19607","Male","25","Private Business","Current","49858595","3597637","Deposit","3604","1810","13834","1987","984422","79","24","664043","662379","dep_Suspicious"
"19608","Male","41","Employee","Saving","1921943","0","Withdrawl","37","690","51944","0","0","1","14","2493331","2492322","Normal"
"19609","Female","28","Employee","Saving","2001053","0","Deposit","32","686","62532","0","599556","0","20","3001579","3001874","dep_Suspicious"
"19610","Male","45","Employee","Saving","2076795","0","Withdrawl","38","738","54652","0","0","1","20","2623320","2623978","Normal"
"19611","Male","33","Employee","Current","1741409","936338","Deposit","157","773","11091","1211","1221827","1","13","532405","533883","dep_Suspicious"
"19612","Female","21","Student","Saving","835043","548684","Withdrawl","24","139","34793","3947","112389","1","1","1670086","1670513","Normal"
"19613","Female","19","Student","Saving","710567","353723","Withdrawl","22","136","32298","2600","109932","1","4","1550328","1549614","Normal"
"19614","Male","28","Private Business","Current","50134877","3545717","Withdrawl","3583","1794","13992","1976","37711","82","44","671636","668894","Normal"
"19615","Male","31","Employee","Saving","2055268","0","Withdrawl","42","720","48934","0","0","1","16","2348877","2348612","Normal"
"19616","Male","39","Employee","Saving","2057521","0","Withdrawl","29","732","70949","0","0","0","15","3405552","3404955","Normal"
"19617","Female","62","Employee","Investment","5125319","960268","Deposit","1","4","5125319","240067","5559478","0","0","246015312","246015182","Normal"
"19618","Male","31","Employee","Saving","2061581","0","Withdrawl","39","740","52861","0","0","1","10","2537330","2537198","Normal"
"19619","Male","52","Employee","Saving","2005386","0","Withdrawl","38","718","52773","0","0","1","19","2533119","2534598","Normal"
"19620","Male","31","Employee","Investment","5129738","935526","Withdrawl","1","1","5129738","935526","1106955","0","1","246227424","246226526","Normal"
"19621","Female","59","Private Business","Saving","49998494","39892440","Withdrawl","30","736","1666616","54201","142513","0","10","79997590","79997739","Normal"
"19622","Male","18","Student","Saving","632027","622219","Withdrawl","38","126","16632","4938","123886","1","3","798349","797549","Normal"
"19623","Female","40","Employee","Current","1879402","853559","Withdrawl","119","810","15793","1053","235673","4","14","758078","756243","Normal"
"19624","Male","41","Employee","Saving","2105939","0","Deposit","34","713","61939","0","1512715","0","17","2973090","2972146","dep_Suspicious"
"19625","Female","29","House Wife","Saving","2105939","0","Deposit","23","350","91562","0","829595","0","5","4395003","4394543","dep_Suspicious"
"19626","Female","24","Private Business","Current","50044674","3458850","Withdrawl","3598","1800","13909","1921","181242","75","37","667633","665445","Normal"
"19627","Male","54","Private Business","Current","50095619","3569757","Deposit","3626","1798","13815","1985","1678351","67","49","663152","662982","dep_Suspicious"
"19628","Male","77","Retired","Saving","729759","606189","Withdrawl","17","151","42927","4014","41599","0","4","2060496","2059687","Normal"
"19629","Male","62","Private Business","Current","50003080","3461819","Deposit","3510","1813","14245","1909","829336","70","37","683802","684729","dep_Suspicious"
"19630","Female","47","Employee","Saving","2057737","0","Withdrawl","43","749","47854","0","0","1","22","2297008","2295881","Normal"
"19631","Male","42","Employee","Saving","2048023","0","Withdrawl","33","743","62061","0","0","1","14","2978942","2979471","Normal"
"19632","Female","18","Student","Saving","809537","581600","Withdrawl","29","168","27915","3461","27137","0","3","1339923","1339173","Normal"
"19633","Female","25","Private Business","Current","49980826","3399488","Deposit","3630","1735","13768","1959","937739","83","31","660903","661111","dep_Suspicious"
"19634","Male","47","Private Business","Saving","49952424","39941751","Withdrawl","32","699","1561013","57141","138908","1","12","74928636","74928483","Normal"
"19635","Male","28","Employee","Current","1868935","764146","Withdrawl","143","796","13069","959","140502","4","15","627334","626492","Normal"
"19636","Male","79","Retired","Current","588599","623592","Deposit","1127","408","522","1528","0","29","8","25068","25508","Normal"
"19637","Male","41","Private Business","Saving","49923729","40009943","Deposit","25","726","1996949","55110","3062442","0","8","95853559","95853540","Normal"
"19638","Female","33","Employee","Saving","1967904","0","Withdrawl","21","742","93709","0","0","1","11","4498066","4497078","Normal"
"19639","Male","19","Student","Saving","602861","463085","Deposit","29","152","20788","3046","1025718","0","3","997838","997225","dep_Suspicious"
"19640","Female","45","Employee","Saving","1832067","0","Withdrawl","27","675","67854","0","0","0","18","3257008","3257760","Normal"
"19641","Female","47","Private Business","Saving","50057862","40153627","Withdrawl","39","709","1283534","56634","142181","2","14","61609676","61610290","Normal"
"19642","Male","47","Employee","Saving","2059737","0","Withdrawl","23","660","89553","0","0","0","17","4298581","4299892","Normal"
"19643","Male","52","Employee","Saving","2140120","0","Withdrawl","34","767","62944","0","0","0","17","3021345","3021748","Normal"
"19644","Male","46","Employee","Saving","1933217","0","Deposit","36","686","53700","0","626612","1","16","2577622","2578542","dep_Suspicious"
"19645","Female","45","House Wife","Saving","1933217","0","Withdrawl","19","354","101748","0","0","1","12","4883916","4884201","Normal"
"19646","Male","38","Private Business","Current","49864071","3479743","Deposit","3677","1721","13561","2021","391869","84","27","650931","651775","dep_Suspicious"
"19647","Female","21","Student","Saving","783729","574049","Withdrawl","18","163","43540","3521","117766","1","2","2089944","2089235","Normal"
"19648","Male","31","Employee","Saving","1964828","0","Deposit","32","756","61400","0","399071","0","11","2947242","2947357","dep_Suspicious"
"19649","Male","68","Retired","Investment","749017","105238","Deposit","1","1","749017","105238","885536","0","0","35952816","35951951","Normal"
"19650","Female","49","Private Business","Current","49935719","3704135","Withdrawl","3591","1786","13905","2073","89775","73","33","667478","668360","Normal"
"19651","Female","46","Employee","Saving","1966024","0","Withdrawl","25","705","78640","0","0","1","11","3774766","3772638","Normal"
"19652","Male","31","Private Business","Current","49995250","3380827","Deposit","3644","1738","13719","1945","146364","76","32","658554","660124","dep_Suspicious"
"19653","Female","27","Employee","Saving","1873324","0","Withdrawl","33","756","56767","0","0","0","12","2724834","2723812","Normal"
"19654","Male","50","Employee","Current","1845509","1088537","Deposit","151","787","12221","1383","685906","1","13","586651","587027","dep_Suspicious"
"19655","Female","19","Student","Saving","639818","644619","Withdrawl","30","151","21327","4269","109367","1","2","1023708","1022539","Normal"
"19656","Male","36","Employee","Current","1816173","1055208","Deposit","148","779","12271","1354","787453","3","16","589029","590299","dep_Suspicious"
"19657","Male","30","Private Business","Current","50127986","3622214","Deposit","3532","1845","14192","1963","1039102","60","30","681241","681543","dep_Suspicious"
"19658","Female","33","House Wife","Saving","50127986","3622214","Withdrawl","26","354","1927999","10232","63700","1","7","92543974","92545049","Normal"
"19659","Male","67","Retired","Saving","763473","652769","Withdrawl","16","147","47717","4440","153259","0","4","2290419","2290038","Normal"
"19660","Female","35","House Wife","Saving","763473","652769","Withdrawl","23","348","33194","1875","14909","0","8","1593334","1592998","Normal"
"19661","Male","28","Employee","Saving","2024057","0","Withdrawl","35","763","57830","0","0","0","20","2775849","2775692","Normal"
"19662","Female","51","House Wife","Saving","2024057","0","Deposit","26","327","77848","0","320128","0","6","3736720","3735434","dep_Suspicious"
"19663","Female","18","Student","Saving","642354","572564","Deposit","24","137","26764","4179","336271","0","3","1284708","1285101","dep_Suspicious"
"19664","Male","39","Employee","Saving","1797223","0","Deposit","35","745","51349","0","4987","1","12","2464762","2466186","Normal"
"19665","Female","34","Employee","Saving","2019265","0","Withdrawl","26","729","77664","0","0","2","15","3727873","3726493","Normal"
"19666","Female","39","Employee","Saving","1950197","0","Withdrawl","30","708","65006","0","0","0","11","3120315","3120481","Normal"
"19667","Male","43","Employee","Current","1839509","937941","Withdrawl","143","780","12863","1202","27004","2","16","617457","617444","Normal"
"19668","Male","53","Employee","Current","1678763","910365","Withdrawl","128","766","13115","1188","1147","2","13","629536","629779","Normal"
"19669","Female","44","Private Business","Current","50062352","3382049","Deposit","3560","1824","14062","1854","278484","74","42","674998","674549","dep_Suspicious"
"19670","Male","25","Employee","Saving","2174099","0","Withdrawl","24","715","90587","0","0","0","27","4348198","4347849","Normal"
"19671","Male","21","Student","Saving","750406","532901","Withdrawl","28","156","26800","3416","168366","2","4","1286410","1285371","Normal"
"19672","Male","26","Private Business","Current","50048172","3513208","Withdrawl","3547","1837","14110","1912","4523","76","46","677280","678220","Normal"
"19673","Female","25","Employee","Saving","1809365","0","Withdrawl","35","698","51696","0","0","2","8","2481414","2481852","Normal"
"19674","Male","72","Retired","Saving","531272","551462","Deposit","12","137","44272","4025","398433","1","4","2125088","2125636","dep_Suspicious"
"19675","Female","26","Employee","Saving","1988538","0","Withdrawl","28","700","71019","0","0","0","17","3408922","3408720","Normal"
"19676","Male","28","Employee","Saving","2136222","0","Withdrawl","35","728","61034","0","0","1","16","2929675","2931812","Normal"
"19677","Female","26","Employee","Saving","2210307","0","Deposit","29","714","76217","0","899068","0","21","3658439","3659616","dep_Suspicious"
"19678","Female","52","Employee","Saving","2011876","0","Withdrawl","32","687","62871","0","0","1","12","3017814","3017906","Normal"
"19679","Male","27","Employee","Current","1802248","983924","Deposit","131","795","13757","1237","387365","3","17","660365","658786","dep_Suspicious"
"19680","Female","28","House Wife","Saving","1802248","983924","Deposit","22","352","81920","2795","875518","0","11","3932177","3931983","dep_Suspicious"
"19681","Female","21","Student","Saving","827515","558194","Withdrawl","22","144","37614","3876","84514","0","6","1805487","1806567","Normal"
"19682","Male","46","Employee","Saving","2035679","0","Withdrawl","42","727","48468","0","0","2","15","2326490","2328109","Normal"
"19683","Male","61","Employee","Saving","1918593","0","Withdrawl","31","721","61890","0","0","1","23","2970724","2970152","Normal"
"19684","Female","34","Private Business","Current","50010276","3451611","Deposit","3663","1868","13652","1847","10126","64","44","655335","654469","Normal"
"19685","Male","51","Employee","Saving","1962630","0","Withdrawl","30","729","65421","0","0","0","19","3140208","3139193","Normal"
"19686","Female","25","Private Business","Saving","50110896","40183494","Deposit","22","768","2277768","52322","131051","0","21","109332864","109331669","Normal"
"19687","Female","30","Private Business","Current","50021335","3598017","Withdrawl","3607","1796","13867","2003","91718","70","39","665656","666940","Normal"
"19688","Female","33","House Wife","Investment","50021335","3598017","Withdrawl","2","1","25010667","3598017","3836073","0","0","1200512040","1200511849","Normal"
"19689","Male","47","Employee","Saving","1798855","0","Withdrawl","36","743","49968","0","0","1","14","2398473","2398319","Normal"
"19690","Female","45","Private Business","Current","49978735","3604410","Withdrawl","3672","1797","13610","2005","301540","71","36","653316","653182","Normal"
"19691","Male","22","Employee","Saving","2019776","0","Withdrawl","34","772","59405","0","0","0","16","2851448","2851391","Normal"
"19692","Male","19","Student","Saving","674390","521158","Withdrawl","22","147","30654","3545","147225","1","1","1471396","1471994","Normal"
"19693","Female","22","Employee","Saving","1846943","0","Withdrawl","31","712","59578","0","0","1","12","2859782","2860817","Normal"
"19694","Female","45","Private Business","Investment","49961474","10121098","Deposit","1","3","49961474","3373699","48763758","0","0","2398150752","2398151564","Normal"
"19695","Female","33","Employee","Saving","1947913","0","Withdrawl","32","704","60872","0","0","2","17","2921869","2922984","Normal"
"19696","Male","19","Student","Saving","829238","499802","Withdrawl","18","158","46068","3163","151539","1","1","2211301","2211034","Normal"
"19697","Female","48","Private Business","Current","50053510","3528735","Withdrawl","3563","1735","14048","2033","163053","60","42","674310","672432","Normal"
"19698","Male","46","Employee","Saving","2086796","0","Withdrawl","23","716","90730","0","0","1","14","4355052","4354238","Normal"
"19699","Male","23","Private Business","Saving","49932769","39974896","Withdrawl","35","718","1426650","55675","15900","0","16","68479226","68480148","Normal"
"19700","Female","28","Employee","Current","1779342","925961","Deposit","141","835","12619","1108","76906","4","22","605733","603925","dep_Suspicious"
"19701","Female","54","Employee","Saving","2142660","0","Deposit","25","707","85706","0","159987","0","21","4113907","4113727","Normal"
"19702","Female","19","Student","Saving","635715","486561","Withdrawl","22","159","28896","3060","7770","0","0","1387014","1387813","Normal"
"19703","Male","23","Employee","Saving","2027653","0","Withdrawl","32","735","63364","0","0","0","14","3041479","3040400","Normal"
"19704","Female","40","Employee","Saving","1813451","0","Deposit","29","709","62532","0","80596","0","20","3001574","3003814","Normal"
"19705","Male","23","Private Business","Investment","49972834","9922512","Deposit","1","1","49972834","9922512","50709157","0","0","2398696032","2398696688","Normal"
"19706","Male","43","Private Business","Saving","50121686","39965230","Deposit","33","711","1518838","56209","362881","0","23","72904270","72904595","Normal"
"19707","Female","36","Employee","Saving","2105433","0","Withdrawl","34","710","61924","0","0","1","10","2972376","2973242","Normal"
"19708","Male","61","Employee","Current","1870683","824076","Withdrawl","153","804","12226","1024","59017","2","21","586880","586809","Normal"
"19709","Female","50","Employee","Saving","2066771","0","Withdrawl","42","718","49208","0","0","0","15","2362024","2362288","Normal"
"19710","Male","26","Employee","Saving","1994165","0","Withdrawl","23","679","86702","0","0","0","10","4161735","4161474","Normal"
"19711","Female","32","Private Business","Current","49855974","3523405","Deposit","3489","1823","14289","1932","328522","90","30","685894","686902","dep_Suspicious"
"19712","Female","53","Employee","Saving","1976988","0","Withdrawl","32","754","61780","0","0","0","11","2965482","2964483","Normal"
"19713","Male","54","Private Business","Current","50015343","3538534","Deposit","3547","1807","14100","1958","558085","71","39","676835","677046","smurf_suspicious"
"19714","Female","37","Employee","Saving","1779869","0","Deposit","23","740","77385","0","1172636","1","20","3714509","3714286","dep_Suspicious"
"19715","Female","66","Private Business","Current","49907724","3605040","Withdrawl","3664","1751","13621","2058","166994","71","42","653812","652354","Normal"
"19716","Male","41","Employee","Saving","2027416","0","Withdrawl","33","747","61436","0","0","0","17","2948968","2949283","Normal"
"19717","Female","48","Employee","Saving","1885047","0","Withdrawl","27","675","69816","0","0","1","16","3351194","3350245","Normal"
"19718","Male","41","Private Business","Current","50019362","3395905","Withdrawl","3696","1827","13533","1858","129953","79","39","649602","649974","Normal"
"19719","Female","62","Employee","Current","1585060","816211","Withdrawl","167","831","9491","982","46884","5","22","455586","456661","Normal"
"19720","Male","26","Private Business","Current","50048797","3611741","Withdrawl","3466","1745","14439","2069","120329","84","39","693116","693468","Normal"
"19721","Male","59","Employee","Saving","1945900","0","Deposit","23","748","84604","0","1422177","0","21","4061008","4061959","dep_Suspicious"
"19722","Female","49","Employee","Saving","1958853","0","Deposit","29","731","67546","0","427088","2","12","3242239","3242213","dep_Suspicious"
"19723","Female","51","House Wife","Saving","1958853","0","Deposit","15","348","130590","0","375094","0","4","6268329","6268127","dep_Suspicious"
"19724","Female","20","Student","Saving","697134","552303","Deposit","26","150","26812","3682","2605144","0","2","1287016","1286757","dep_Suspicious"
"19725","Male","76","Retired","Saving","815626","551587","Deposit","11","144","74147","3830","344619","0","1","3559095","3559245","dep_Suspicious"
"19726","Male","29","Student","Saving","721435","438692","Withdrawl","24","148","30059","2964","19477","0","3","1442870","1444956","Normal"
"19727","Male","24","Employee","Current","1790544","920347","Deposit","137","795","13069","1157","969911","0","18","627343","627220","dep_Suspicious"
"19728","Male","54","Private Business","Current","49920660","3405065","Deposit","3533","1819","14129","1871","774068","65","46","678231","678086","dep_Suspicious"
"19729","Female","56","House Wife","Saving","49920660","3405065","Deposit","17","370","2936509","9202","4465736","1","9","140952451","140953639","Normal"
"19730","Male","48","Private Business","Current","50190542","3529859","Deposit","3700","1735","13565","2034","20013","75","37","651120","649632","Normal"
"19731","Male","21","Student","Saving","735946","518474","Deposit","20","172","36797","3014","1081364","0","10","1766270","1768856","dep_Suspicious"
"19732","Female","26","Employee","Saving","1942397","0","Deposit","23","745","84452","0","1388326","0","20","4053698","4054079","dep_Suspicious"
"19733","Female","50","Private Business","Current","50012493","3592327","Deposit","3649","1762","13705","2038","388226","68","33","657878","659240","dep_Suspicious"
"19734","Male","49","Employee","Saving","1678151","0","Withdrawl","31","721","54133","0","0","4","16","2598427","2598915","Normal"
"19735","Female","21","Student","Saving","832102","405684","Withdrawl","24","142","34670","2856","86932","2","4","1664204","1663481","Normal"
"19736","Female","31","Employee","Saving","1805628","0","Withdrawl","25","768","72225","0","0","0","18","3466805","3468115","Normal"
"19737","Female","46","Private Business","Saving","50005410","40195667","Deposit","43","707","1162916","56853","1193212","1","13","55819992","55819260","Normal"
"19738","Male","39","Private Business","Current","50137718","3446356","Withdrawl","3496","1789","14341","1926","32204","66","38","688389","688289","Normal"
"19739","Female","60","Employee","Saving","2191013","0","Withdrawl","26","736","84269","0","0","0","12","4044947","4044367","Normal"
"19740","Male","37","Employee","Saving","2082601","0","Withdrawl","28","723","74378","0","0","2","9","3570173","3570586","Normal"
"19741","Female","34","Private Business","Current","50010082","3613541","Withdrawl","3566","1839","14024","1964","105417","79","37","673158","672496","Normal"
"19742","Female","36","House Wife","Saving","50010082","3613541","Withdrawl","28","346","1786074","10443","15481","1","7","85731569","85729791","Normal"
"19743","Male","71","Retired","Saving","655324","571041","Deposit","9","137","72813","4168","1886084","2","3","3495061","3495971","dep_Suspicious"
"19744","Female","23","Employee","Saving","1999598","0","Withdrawl","28","719","71414","0","0","0","15","3427882","3426277","Normal"
"19745","Male","34","Private Business","Investment","49972885","10017691","Withdrawl","3","1","16657628","10017691","9937124","0","0","799566160","799564089","Normal"
"19746","Female","20","Student","Saving","749593","379250","Withdrawl","26","149","28830","2545","48833","1","2","1383864","1383559","Normal"
"19747","Male","22","Private Business","Investment","49906150","10016879","Withdrawl","1","1","49906150","10016879","10097198","0","0","2395495200","2395495078","Normal"
"19748","Male","50","Private Business","Current","50013900","3473676","Withdrawl","3666","1768","13642","1964","32394","83","45","654846","655731","smurf_suspicious"
"19749","Male","36","Employee","Current","1683510","1099497","Deposit","148","780","11375","1409","461259","2","15","546003","547221","dep_Suspicious"
"19750","Male","19","Student","Saving","613721","408617","Withdrawl","26","147","23604","2779","32086","0","1","1133023","1132291","Normal"
"19751","Male","40","Employee","Saving","1909199","0","Withdrawl","23","680","83008","0","0","0","7","3984415","3984607","Normal"
"19752","Male","20","Student","Saving","821783","358648","Deposit","31","135","26509","2656","1112555","0","0","1272438","1271786","dep_Suspicious"
"19753","Male","30","Employee","Saving","2107222","0","Withdrawl","25","733","84288","0","0","1","18","4045866","4045650","Normal"
"19754","Male","29","Private Business","Current","49906072","3284866","Withdrawl","3666","1829","13613","1795","66293","67","45","653434","654582","Normal"
"19755","Female","35","Employee","Saving","2168218","0","Withdrawl","31","688","69942","0","0","0","16","3357240","3356583","Normal"
